Posto/Quadro/Qualificação; Nome;Nº Portaria;Data Portaria
CMG;Fernando Paulo de Oliveira;;30848
1º Ten Int;Fernando Paulo Geraldi;;23209
Escritor;Fernando Pedro Alves Jorge;667/SC;38160
Senhor;Fernando Pedro de Melo Amorim;;30848
SO QSS BMB;Fernando Pereira Bento;388/SC;39248
Maj Ex;Fernando Pereira Cavalcanti;;29388
SO QSS BSP;Fernando Pereira Freitas;;29388
Cap QOEA R/1;Fernando Pereira Predes;271/SC;40682
Doutor;Fernando Pessoa Rebello;;26843
CF;Fernando Pessoa Rocha Paranhos;;24114
Senhor;Fernando Pfaltzgraff Brasil;;25045
2º Ten (Ex);Fernando Pinto Madanêlo;;30483
Economista;Fernando Pohlmann Simões;271/SC;40682
SO QSS BEI;Fernando Poletto;687/SC;38525
Maj QOAV;Fernando Portugal Rafare Ribeiro;728/SCGC;43598
Maj Av ;Fernando Procopio dos Santos;968/SC;41428
Desembargador Federal;Fernando Quadros da Silva;721/SCGC;29/05/2015
Cel Av;Fernando Ramos Pereira;;23013
Cel Av Ref;Fernando Rego Cabral;;27941
Cel Ex;Fernando Ribeiro Coelho;;30118
Doutor;Fernando Ribeiro do Val;;24800
Doutor;Fernando Rocha;;20839
CT;Fernando Rocha;;23013
Maj Av;Fernando Rocha Rodrigues;565/SCGC;42513
Senhor;Fernando Rodrigues;;27941
Ten Cel Esp Arm;Fernando Rodrigues da Silva;327/SCC;36665
SO QSS SML;Fernando Rodrigues de Araújo;388/SC;39248
Maj Eng;Fernando Rodrigues de Carvalho;;28306
Maj Av ;Fernando Rodrigues de Sa;798/SCGC;42886
Maj Brig Méd;Fernando Rodrigues dos Santos;;23565
Cap QOEA SVA R1;Fernando Rodrigues Pêgo;531/SC;37782
Capitão CBM (RJ);Fernando Rodrigues Sergio;667/SC;38160
Maj Med;Fernando Ruben De Ranieri Da Silva Pereira;566/SCGC;43969
Maj Med;Fernando Sa Freire de Pinho Junior;649/SCGC;43230
Ten Cel Av;Fernando Sakura;262/SC;41058
Cel Av;Fernando Salvador Campos;;24299
1S QSS SEL;Fernando Santos Dos Anjos;566/SCGC;43969
Coronel;Fernando Sattory Rivera;;22003
Senhor;Fernando Sequeira Farias;;30118
Gen Ex;Fernando Sérgio Galvão;;30848
Cel Av;Fernando Silva;;30483
Cel Av R/1;Fernando Silva Alves de Camargo;423/SC;39610
Cel Av;Fernando Silveira Frias;;27204
Embaixador;Fernando Simas Magalhães;;35228
Gen (Colômbia);Fernando Soler Torres;423/SC;39610
Cel Av R/1;Fernando Sousa Bezerra;;34516
Maj Inf;Fernando Souza Machado;;25045
Doutor;Fernando Sperb Melecchi;;29011
SO QSS BMA;Fernando Strohschein Maschke;721/SCGC;29/05/2015
CMG;Fernando Suanzes y de Viñas;;27428
Cel Av;Fernando Teixeira Mendes Abrahão;262/SC;41058
Senhor;Fernando Tomozo Arakaki;596/SC;38875
Professor;Fernando Toshinori Sakane;;34844
Doutor;Fernando Tude de Souza;;20836
Conselheiro;Fernando Tupinambá Valente;;31580
Gen Ex;Fernando Valente Pamplona;;24299
Cel (R/R);Fernando Valentim Filho;;31215
Cel Av Ref;Fernando Vanderlei Lara;423/SC;39610
Gen Bda;Fernando Vasconcellos Pereira;423/SC;39610
Senhor ;Fernando Veiga Barros E Silva;798/SCGC;42886
Cel Inf (EB);Fernando Velozo Gomes Pedrosa;423/SC;39610
Professor;Fernando Victor;;21569
CF;Fernando Vidal Vianna Parente;721/SCGC;29/05/2015
Primeiro-Secretário (MRE);Fernando Viégas Peixoto Onofre;728/SCGC;43598
Cel Int;Fernando Vitalino da Silva Júnior;423/SC;39610
Cap Inf ;Fernando Vitor da Silva Neves;968/SC;41428
2º Ten Av;Fernando Wilmers de Medeiros (Post-Mortem);388/SC;39248
Doutor;Fernando Wilson Araújo Magalhães;;28671
Cap Av;Fernando Wilson Silva do Couto;565/SCGC;42513
Cel Ex (Int);Fernando Wilson Tavares;;33024
Capitão-de-Navio;Fernando Zamudio Hartog;461/SC;39958
CF;Fernando Zapater;;21707
Cel Eng;Fernão Gondin da Fonseca;;33389
Senhor;Fidelis Antonio Fantin Júnior;877/SCGC;41789
Maj Ex;Fidelis Chaves Silveira;;24842
Jornalista;Fidelis dos Santos Amaral Netto;;25758
SO QSS SAD;Fidélis Fontenella;;33024
Doutor;Fidelis Marques de Azevedo;;31215
SO QSS BMA;Fidelis Rodrigues de Oliveira;;30118
Deputado;Filadelfo Garcia;;23390
Cel (Ex);Filadelfo Reis Damasceno;;26843
Senhor;Filéas Mendes;;32295
Cel Av;Filemon Menezes;;26115
Maj Eng;Filipe Augusto Cinque de Proença Franco;596/SC;38875
Maj Av;Filipe de Souza Ramos;877/SCGC;41789
Maj Av;Filipe Fernandes Moreira;271/SC;40682
Cel (Itália);Filippi Roberto;341/SC;40323
Senhora;Filomena Hajjar Haddad;;33758
Senhor;Finn Boenning Larsen;;30848
Contador;Fioravante Mieto Filho;327/SCC;36665
Coronel- Aviador (Itália);Fiorentino Panico;408/SC;37399
Cap Av;Firmin Emmanuel Fernandez;;26535
SO QSS BMT;Firmino de Freitas;;24114
SO QSS BMA;Firmo dos Santos Filho;;29753
Maj Med;Fladwmyr Barros Emilio;566/SCGC;43969
Gen Div;Flamarion Carvalho de Oliveira;;31945
Maj QOMED;Flavia Amorim Meira Cavaliere;728/SCGC;43598
Senhora;Flávia Cruz Lamas;461/SC;39958
Cap Int;Flavia de Holanda Schmidt;461/SC;39958
Ten Cel QFO R/1;Flávia Gonçalves de Magalhães;400/SCC;35593
Senhora;Flavia Luiza da Silva Conceição;721/SCGC;29/05/2015
Juíza de Direito;Flávia Pires de Oliveira;410/SC;37033
Cap Int ;Flavia Ramos Maia Costa;968/SC;41428
Juíza-Auditora;Flávia Ximenes Aguiar de Sousa;410/SC;37033
Advogado da União;Flaviano Acácio Melo Falcão;262/SC;41058
2S QSS SGS;Flaviano Medice Braga;271/SC;40682
Professor;Flávio A. Pereira;;22278
Ten Cel Ex;Flávio Acauan Souto;;29753
Cap QOEA ANV;Flavio Aluiz da Silva;649/SCGC;43230
Cel Art;Flavio Alvarenga Filho;721/SCGC;29/05/2015
Civil;Flavio Anibal Ramazzini;461/SC;39958
Ten Cel Av;Flávio Antônio Coimbra Mendonça;271/SC;40682
Engenheiro;Flavio Araripe D'Oliveira;327/SCC;36665
Secretário Nacional de Segurança Pública;Flávio Augusto Corrêa Basílio;1372/SCGC;43348
Senhor;Flávio Augusto de Carvalho;;32295
Senhor;Flavio Augusto Polycarpo Filho;388/SC;39248
CMG;Flávio Augusto Viana Rocha;531/SC;37782
Cel Av R/1;Flávio Batista dos Santos;;31215
Deputado Federal (CE);Flávio Bezerra da Silva;388/SC;39248
Doutor;Flavio Bierrenbach;;33758
1º Ten QOEA;Flávio Cabral;;28671
Cel Av;Flávio Campos de Oliveira;408/SC;37399
Maj Av;Flavio Cardoso Abadie;565/SCGC;42513
Ten Cel Dent;Flávio Carlos Huf;423/SC;39610
Cel Inf;Flávio Carneiro;596/SC;38875
Cap Int;Flávio Castilho Mendes;262/SC;41058
Ten Cel Av R1;Flávio Catoira Kauffmann;;31945
Gen Bda;Flavio Cesar Terra de Faria;;34844
SO QSS SAD;Flávio Christino Kunz;400/SCC;35593
Maj Av;Flávio Coimbra Barbosa;;26843
SO QSS SEM;Flávio Cornélio Duarte;;34844
1S QSS BET;Flavio Cristiano Da Silva;566/SCGC;43969
Maj Ex;Flávio da Cunha Vianna;;30848
Maj Brig Ar Ref;Flávio da Rocha Fraga;;24114
1S QSS SAD;Flavio da Silva Dumas;423/SC;39610
Jornalista;Flávio de Almeida Prado Galvão;;23750
Doutor;Flávio de Almeida Salles Júnior;;31580
SO QSS BMA;Flávio de Andrade;410/SC;37033
Senhor;Flávio de Araújo Braga;;20836
Cel Av;Flávio de Carvalho Passos;;29011
CF;Flávio de Jesus Costa;271/SC;40682
Cel Ex;Flávio de Marco;;29011
Ten Brig Ar;Flávio de Oliveira Lencastre;;27204
SO QSS BMT;Flávio de Souza;;33758
Maj Brig Ar;Flávio de Souza Castro;;21569
SO QSS BMA;Flávio de Souza Martino;565/SCGC;42513
Ten Cel Int;Flávio de Souza Viana;;23750
Senhor;Flavio Del Comuni;408/SCC;35969
Maj Av;Flavio Diniz Pereira;566/SCGC;43969
1S QSS BSP;Flavio Donato Caneschi;566/SCGC;43969
Cap QOESup;Flávio dos Santos;262/SC;41058
Maj Brig Ar;Flávio dos Santos Chaves;;32659
Maj Av;Flávio Duarte Machado;687/SC;38525
Cel Av;Flávio Edmundo Gomes de Oliveira;;21569
Secretário;Flávio Eduardo De Oliveira Santos;566/SCGC;43969
1S QSS SAD;Flavio Eduardo do Nascimento;649/SCGC;43230
Ten Cel Av;Flávio Eduardo Mendonça Tarraf;667/SC;38160
Ministro (STM);Flávio Flores da Cunha Bierrenbach;;31580
2S QSS SAD ;Flávio Francisco Martins;968/SC;41428
Maj Ex;Flávio Franco de Sá;;28671
Cap R/1;Flávio Freire Cardoso;667/SC;38160
Maj Int;Flávio Garcia Netto Machado;262/SC;41058
Cap Farm;Flavio Gaspar Bianchi;565/SCGC;42513
Senhor;Flávio Germann;;25045
Doutor;Flávio Gori;;29388
Embaixador;Flávio Helmold Macieira;423/SC;39610
Médico;Flávio Henrique Frederico Guimarães;721/SCGC;29/05/2015
Cel Ex;Flávio Hugo Lima da Rocha;;26843
SO QSS BMA;Flavio José Cortes;877/SCGC;41789
SO QSS BSP;Flavio José do Nascimento Monsores;262/SC;41058
Cap QOEA Mus R/1;Flavio José Duarte de Oliveira;341/SC;40323
Cel Int;Flávio José Martins;;24114
Brig Med;Flavio José Morici de Paula Xavier;;34844
Senhor;Flávio José Vanderley;;31945
Ten Cel Ex (Eng Mil);Flávio Juliano Delicato;;28671
Cel Av Ref;Flávio Largura;;26115
Senhor;Flavio Lebkuchen;;33758
C Alte (IM);Flávio Lúcio Cortez de Barros;410/SC;37033
Coronel PM (DF);Flávio Lúcio de Camargo;;34516
Diplomata;Flávio Luís Pazeto;566/SCGC;43969
SO QSS BCO;Flavio Luiz Castilho Soares;596/SC;38875
CMG;Flávio Luiz Condé Marlière;262/SC;41058
3S QSS SAD ;Flávio Luiz da Silva;968/SC;41428
SO QSS SAD;Flavio Luiz de Moura Abreu;262/SC;41058
Ten Cel Av;Flávio Luiz de Oliveira Pinto;687/SC;38525
2º Ten QOEA ANV;Flavio Luiz Leite Joaquim;461/SC;39958
Cel Av  R/1;Flávio Luiz Pires Nader;408/SC;37399
V Alte;Flávio Macedo Brasil;649/SCGC;43230
Cap Esp Com;Flávio Machado de Sousa;423/SC;39610
Senhor;Flávio Mansilha de Melo;;26843
Conselheiro ;Flávio Marcílio Moreira Sapha;968/SC;41428
Cel Av R/1;Flávio Márcio de Souza;461/SC;39958
Gen Bda;Flávio Marco Lindemberg;;33389
Gen Bda;Flavio Marcus Lancia Barbosa;721/SCGC;29/05/2015
Cel Méd  R1;Flávio Mário de Carvalho Junior;596/SC;38875
Cel Av Ref;Flávio Marques dos Santos;;26115
Cel QMB ;Flávio Mayon Ferreira Neiva;798/SCGC;42886
Consul;Flávio Mendes de Oliveira Castro;;23013
Embaixador;Flávio Miragaia Perri;;29011
SO QSS BET;Flávio Monteiro Fernandes;408/SCC;35969
Cel INF;Flávio Moreira Mathias;728/SCGC;43598
Embaixador;Flávio Moreira Sapha;;23937
Deputado Estadual (RJ);Flávio Nantes Bolsonaro;341/SC;40323
Economista;Flávio Náufel do Amaral;649/SCGC;43230
Cel Av;Flávio Neri Hadmann Jasper;;30483
Cap R/1;Flavio Nunes Sobreira;;34844
Cel Av Ref;Flávio Pacheco Kaufmann;;22297
Maj Brig Ar;Flávio Petersen;;26115
Maj Av;Flávio Petersen Júnior;271/SC;40682
CF;Flávio Pinheiro Borges da Silva;721/SCGC;29/05/2015
Deputado Federal;Flávio Portella Marcílio;;26843
Maj Av;Flavio Presotti De Araujo;566/SCGC;43969
2S QSS BMA;Flávio Queiroz Santos;327/SCC;36665
Cap Inf;Flávio Quirino Borges;;29753
Professor;Flávio Quixadá Linhares;;29388
Cel Av;Flávio Raimundo Feres;687/SC;38525
Maj Med;Flavio Ramos Baptista Da Silva;566/SCGC;43969
Cel Av;Flávio Renepontes Pereira;;26476
3S QTA TCO ;Flavio Ribeiro da Silva;968/SC;41428
Maj Av;Flavio Ribeiro dos Santos;565/SCGC;42513
SO QSS BET;Flávio Ribeiro Filhote;;26843
Cap Inf;Flavio Ricardo Pereira Schiatti;271/SC;40682
Vice-Presidente da EMBRAER;Flávio Rímoli;341/SC;40323
Doutor;Flávio Rios Peixoto da Silveira;;31945
Brig Méd;Flávio Rizzo Braga;;26115
Cap Eng;Flávio Roberto Petraccone;262/SC;41058
Assessor Jurídico;Flávio Rodrigues Duarte;;33024
SO QSS SAD ;Flavio Romulo do Nascimento;968/SC;41428
Cel Med;Flávio Salgueiro Passos Telles;271/SC;40682
Comandante;Flávio Skinner;;28306
C Alte;Flávio Soares Ferreira;721/SCGC;29/05/2015
Cel Av Ref;Flávio Távora Pinho;;23390
Maj QOEFOT;Flávio Tiago Fernandes;728/SCGC;43598
Senhor;Flávio Uchôa Junqueira;;21569
Cel Int;Flávio Wermelinger da Costa;;27941
Cap Dent;Flávio Yoshikawa de Sousa;262/SC;41058
SO QSS SOB;Floremil de Oliveira Souza;;26843
Tenente (França);Florence Monpeyssen;423/SC;39610
Doutor;Florêncio de Abreu;;20836
3S QESA BMA;Florêncio Flores Siqueira Hochmuller Filho;423/SC;39610
Cel Av;Florenço da Silva Dias Filho;;35228
Doutor;Florentino Guimarães;;20895
Gen Bda;Floriano Aguilar Chagas;;26476
Senhor;Floriano Antônio Grecco Marques da Costa;;30118
Doutor;Floriano Carlos Zillig;;26843
Assessor Jurídico;Floriano Cathalá Loureiro Neto;262/SC;41058
Senhor;Floriano da Cunha;;24442
Ten Cel Esp Av;Floriano da Silva Mira;;31945
Doutor;Floriano de Aguiar Dias;;23209
Doutor;Floriano dos Santos Lima;;24667
Senhor;Floriano Essenfelder;;22297
Senhor;Floriano Guimarães;;23390
Cel Int;Floriano Machado Fernandes da Silva;;30118
Monsenhor;Floriano Paulino Cordenonsi;;30848
V Alte;Floriano Peixoto Faria Lima;;24299
Mal Ex;Floriano Peixoto Keller;;20836
General-de-Divisão;Floriano Peixoto Vieira Neto;271/SC;40682
SO QSS BMA;Floriano Pereira Ramos;;21205
1S QSS SOB;Floriano Pimentel Moreira;;22635
Doutor;Floriano Ramos;;22635
Cel Av;Floriano Rodrigues Peixoto Sobrinho;;25045
Gen Ex;Florimar Campello;;27204
Cap Esp Av;Floripes dos Santos;;23390
Doutora;Florisbela Maria Bittencourt Pires;;32659
Cel QOPM;Florisvaldo Ferreira César;721/SCGC;29/05/2015
SO QSS SEL;Florisvaldo Xavier dos Santos;408/SC;37399
Sd PM (RJ);Florosvaldo Gustavo de Souza;;25758
Civil;Flúvio Cássio de Mello e Souza;461/SC;39958
Maj Brig Ref;Fortunato Câmara de Oliveira;;33389
1º Ten Esp Met;Fortunato Campos Júnior;;21205
Ten Cel Com (Ex);Fortunato Menezes da Silva;408/SC;37399
Doutor;Fortunato Pereira;;27204
1S QSS SEF;Fortunato Soares;;22297
Senhora;Franca Decima;788/SCC;36500
Senhora (SRPV SP)            ;Francelina Monteiro de Oliveira Camargo;565/SCGC;42513
Doutor;Francelísio Van Der Broocke;;30848
Advogado;Francesco Pomposelli;;30848
1º Ten Int;Francides Gomes da Silva;;23209
1S QSS BEI;Francieli Estefani Robaert Neves Da Silva;566/SCGC;43969
1S QSS SAD;Francimar Nascimento da Matta;388/SC;39248
Cel Av;Francimar Nogueira Ventura;;34844
Doutora;Francina Moreira Stuckert Fialho;;30483
SO QSS BMA;Francionil Alves do Amaral;;32659
Senhor;Francis Chaveton;;25974
CC;Francis Fixel;;31945
CMG;Francis Pereira Valle;262/SC;41058
Cap Ref;Francisberto Antônio Monteiro da Costa;;35228
Senhora;Francisca Benícia Sales Pinto;687/SC;38525
Senhora (COPAC) ;Francisca de Souza França;798/SCGC;42886
Doutora;Francisca Fernandes Hal;;20828
Senhora;Francisca Ferreira Alves Spinelli Domingues;;22278
Assessora Jurídica;Francisca Olga de Flores Junior;262/SC;41058
Cap Av;Francisco Abicair;;21450
Cap Esp Com;Francisco Accácio Oliveira da Silva;667/SC;38160
Engenheiro;Francisco Acir Guimarães;;25758
Subprocurador-Geral da República;Francisco Adalberto Nóbrega;;26843
SO QSS BET;Francisco Ailton Galvão;461/SC;39958
3S QESA SEL;Francisco Airton de Souza;388/SC;39248
Senhor;Francisco Alaôr de Assis;;26843
Maj Pil Av;Francisco Alberto Lopes Gião;;22132
Maj Av;Francisco Alexandre Coimbra Reis;877/SCGC;41789
Senhor;Francisco Alexandre Santangelo;;20836
Ten Cel Av;Francisco Alfredo Gouvêa Horcades;;21941
Ten Cel Esp Com;Francisco Almeida da Silva;461/SC;39958
Senhor;Francisco Alvarez Causanilhas;;23390
2S QSS SAD;Francisco Alverne de Oliveira;531/SC;37782
SO QSS BMA;Francisco Alves Ximenes;271/SC;40682
Cel Ex;Francisco Amado Bittencourt Pereira Dias;;30118
Maj Eng;Francisco Amaro Bezerra;;27204
Senhor;Francisco Ambrósio do Nascimento;;34516
Cel Av;Francisco Ambrósio Ferreira Correia;;26115
3S (Ex);Francisco Aniceto Antunes de Carvalho;;25758
Senhor;Francisco Antônio Barros Armando;;33389
SO QSS BMA;Francisco Antônio Bastos Martins;461/SC;39958
Cel PM (SP);Francisco Antônio Coutinho e Silva;;31580
Cel Av;Francisco Antônio da Fonseca;;27575
Ten Cel Av;Francisco Antônio da Paixão Moretzsohn Brandi;;31580
C Alte;Francisco Antonio de Magalhães Laranjeira;;34516
Cel Eng;Francisco Antônio de Medeiros Filho;388/SC;39248
Jornalista;Francisco Antônio de Paula Barros;531/SC;37782
TM QTA TAR;Francisco Antônio dos Santos;;28671
SO QSS BET;Francisco Antônio Falcão Leal;408/SCC;35969
Cel Av;Francisco Antônio Fernandes do Valle;;31215
Ten Cel Av;Francisco Antônio Gallo;;20828
SO QSS BEI;Francisco Antonio Goes Martins;721/SCGC;29/05/2015
Professor;Francisco Antonio Lacaz Netto;;26115
Ten Cel Esp Com;Francisco Antônio Ramos de Araújo;667/SC;38160
SO QSS BMA;Francisco Antônio Rocha Mariano;262/SC;41058
Empresário;Francisco Antonio Soeltl;566/SCGC;43969
1S QSS SAD;Francisco Aparecido Siqueira;;29753
Senhor;Francisco Araújo Ramirez;;31215
SO QSS BMA;Francisco Araújo Soares;408/SC;37399
V Alte;Francisco Aripena Leão Feitosa;;26115
Gen Ex;Francisco Arnulpho Pamplona de Paula Pessoa;;32659
Senhor;Francisco Assis Bezerra de Morais;408/SCC;35969
Cel Ex;Francisco Assis Costa de Mendonça;;29011
Maj Esp Com;Francisco Assis da Silva;;31580
Cel Ex;Francisco Assis Magalhães Aguiar;;30118
2º Ten Esp Aer SVE;Francisco Assis Rodrigues Rebouças;565/SCGC;42513
Professor;Francisco Athayde de Vasconcellos;;31580
3S QSS SAD;Francisco Augusto Cabral;;31215
2º Ten Int;Francisco Augusto de Albuquerque Lopes;;20836
Cap Esp Com;Francisco Augusto Miranda Ferreira;;32295
Maj Méd;Francisco Augusto Nunes Martins da Silva;;32659
Ten Brig Ar;Francisco Augusto Pinto de Moura;;26115
Senhor;Francisco Aureliano Aragão de Paiva;;30848
Maj Brig Ar;Francisco Aurélio de Figueiredo Guedes;;23565
Ten Cel Méd;Francisco Aurélio Soares de Brito Júnior;370/SCC;36307
Maj Brig Ar;Francisco Bachá;;23390
Ten Cel Esp Met;Francisco Backo;;32659
Presidente da (ABORE) R/1 ;Francisco Balthazar de Abreu Sodré Santoro;798/SCGC;42886
SO R/1;Francisco Bartolomeu da Guarda;341/SC;40323
Maj PM (GO);Francisco Batista Nepomuceno;;30848
Gen Div;Francisco Batista Torres de Melo;;28671
Dep Federal;Francisco Benjamim Fonseca de Carvalho;;29388
Maj Av;Francisco Bento Antunes Neto;423/SC;39610
Senhor;Francisco Borges Agape;271/SC;40682
Senhor;Francisco Borges de Oliveira Filho;;23390
SO QSS BMT;Francisco Brasileiro;;26115
Senhor;Francisco Brennand;;31945
Senhor;Francisco Campos Braga Júnior;;26430
Jornalista ;Francisco Cândido;968/SC;41428
Senhor;Francisco Cândido Pereira Netto;;26843
Cel Méd;Francisco Canhetti Filho;687/SC;38525
Policial Federal;Francisco Canindé Freire;262/SC;41058
Cel Av;Francisco Carcaño Alonso-Cuevillas;;30118
SO QSS BMA;Francisco Carlos Barros Ribeiro;461/SC;39958
1º Ten QOEA SVA;Francisco Carlos Bezerra Miranda;649/SCGC;43230
Capitão (R/1);Francisco Carlos Buria;687/SC;38525
SO QSS BET;Francisco Carlos Carvalho Mendonça;408/SC;37399
Engenheiro;Francisco Carlos Corbelli;877/SCGC;41789
SO QSS BMB;Francisco Carlos da Silva Molina;408/SC;37399
SO QSS BSP;Francisco Carlos de Melo Freitas;408/SC;37399
SO QSS SEL;Francisco Carlos de Oliveira Listo;687/SC;38525
Senhor;Francisco Carlos dos Santos;423/SC;39610
Ten Cel Med;Francisco Carlos Guimarães Robbs;667/SC;38160
SO QSS SAD;Francisco Carlos Lattari;;34516
Coronel-de-Artilharia;Francisco Carlos Machado Silva;271/SC;40682
Brig Eng;Francisco Carlos Melo Pantoja;408/SC;37399
Gen Div;Francisco Carlos Modesto;262/SC;41058
Prefeito de Guaratinguetá (SP);Francisco Carlos Moreira dos Santos;408/SCC;35969
Senhor;Francisco Carlos Munhões Arroyo;699/SCC;35710
SO QSS BMA ;Francisco Carlos Nascimento;968/SC;41428
3S QESA SEM R/1 ;Francisco Carlos Nicolau de Souza;968/SC;41428
Coronel PM (DF);Francisco Carlos Nunes Maynarde;687/SC;38525
C Alte;Francisco Carlos Ortiz de Holanda Chaves;461/SC;39958
Auditor Fiscal do TCU;Francisco Carlos Ribeiro de Almeida;667/SC;38160
SO QSS BMA;Francisco Carlos Ribeiro de Moraes;388/SC;39248
Cel Int R1;Francisco Carlos Siqueira Moura;;33389
Ten Cel Méd;Francisco Carlos Zuma e Maia;;32295
Senhor;Francisco Carvalho Sobrinho;;34131
Cap PM (DF);Francisco Cavalcante Neves Neto;;29388
1S QSS SAD;Francisco Cazé de Oliveira;388/SC;39248
Ten Cel Int Ref;Francisco Celestino Cruz da Costa;;32295
Comodoro;Francisco Cesar Monteiro Gondar;649/SCGC;43230
Professor;Francisco Cimino;;27575
SO QSS BET;Francisco Cláudio Ferreira Lopes;596/SC;38875
Ten Cel Av;Francisco Claudio Gomes Sampaio;596/SC;38875
Assessor Especial do Gabinete da Liderança do PSD                    ;Francisco Cláudio Lima;565/SCGC;42513
3S QCB SGS;Francisco Cláudio Morais de Abreu;388/SC;39248
Cap QOEA SVE R/1;Francisco Clézio de Souza;423/SC;39610
1S QSS SAD;Francisco Company de Souza;;31580
Comandante;Francisco Conejero Perez;388/SC;39248
CC;Francisco Cristino Cordeiro;;32659
Doutor;Francisco Cunha Pereira Filho;;26476
Cel Av R/1;Francisco da Costa e Silva Júnior;;29011
Cel Ex;Francisco da Ressurreição de Castro;;31215
Senhor;Francisco da Silva Alves Pinheiro;;22297
Ten Cel Int;Francisco da Silva Lima Júnior;;33389
2S QSS SAD;Francisco das Chagas Alencar;271/SC;40682
SO QSS SGS;Francisco das Chagas Carvalho;;29753
Ten Cel Méd;Francisco das Chagas Chaves;;29011
2º Ten QOEA SVE;Francisco das Chagas de Melo Mendes;877/SCGC;41789
Maj Eng;Francisco das Chagas de Souza Carvalho;;31945
2S QSS SAD;Francisco das Chagas Ferreira;327/SCC;36665
SO QSS BEI;Francisco das Chagas Linhares de Vasconcelos;423/SC;39610
Cel Int;Francisco das Chagas Matos Pessoa;;34131
TM QTA TAR;Francisco das Chagas Mesquita Café;;32659
TM QTA TAR;Francisco das Chagas Pereira;;34844
SO QSS BCO;Francisco Das Chagas Rocha Santos;565/SCGC;42513
SO QSS SAD;Francisco das Chagas Santos Sobrinho;400/SCC;35593
Cel PM (DF);Francisco das Chagas Soares Maia;461/SC;39958
Cel Méd;Francisco das Chagas Soares Santos;;30483
Ten Cel Inf;Francisco das Chagas Xavier;;30118
SO QSS SGS;Francisco de Alencar Grangeiro;;33389
Doutor;Francisco de Andrade Coutinho Filho;;22635
Ten Cel Esp Av;Francisco de Assis;;30848
Cel Méd;Francisco de Assis Carvalho Medella;;30848
Doutor;Francisco de Assis Cavalcante de Avellar;;29011
Doutor;Francisco de Assis Chateaubriand Bandeira de Mello;;20836
Senhor;Francisco de Assis Cid Rodrigues Pereira;;27204
Doutor;Francisco de Assis Cordeiro;;29753
Ten Brig Ar;Francisco de Assis Corrêa de Mello;;20836
Cel Inf (Ex);Francisco De Assis Costa Almeida Júnior;566/SCGC;43969
