ORD;QUALIFICAÇÃO;AGRACIADO;PORTARIA;DATA
139;Cabo QCB SGS;Ademar Avelino dos Santos;113/SCC;28/02/2000
140;Senhor;Ademar Custódio;051/SCC;26/02/1993
141;Suboficial QSS SGS;Ademar Freire dos Santos;086/SCC;20/01/1983
142;Primeiro-Sargento QSS BMT;Ademar Luiz Zanoto;160/SCC;16/03/1994
143;Senhor;Ademar Machado;047/SCC;20/01/1981
144;Primeiro-Sargento QSS SMU;Ademar Pereira da Silva;968-A/SCC;14/12/1990
145;Suboficial QSS BMA;Ademar Rasmussen;931/SCC;12/12/1989
146;Suboficial QSS BMA;Ademar Viana;100/SCC;20/02/1997
147;Senhor;Ademar Viturino Barreto;202/SC;18/02/2004
148;Suboficial QSS SAD;Ademésio Loio da Silva;90/SCC;22/02/1999
149;Primeiro-Sargento QSS SAD;Ademilson de Miranda Mesquita;092/SCC;20/01/1982
150;Suboficial QTA TCO;Ademilson Florencio da Silva;189/SC;07/02/2013
151;Primeiro-Sargento SAD;Ademilson Nicolino Moreira;80/SC;26/02/2008
152;Suboficial QSS BMA;Ademilton Ferreira Gomes;58/SC;14/02/2012
153;Suboficial QSS SEL;Ademilton Florêncio da Costa;100/SCC;20/02/1997
154;Terceiro-Sargento QSS SDE;Ademilton Silva de Oliveira;193/SCC;20/02/1995
155;Suboficial QSS SEL;Ademir Afonso de Oliveira;048/SCC;18/01/1996
156;Segundo-Sargento SMU;Ademir Amaral Borges;81/SC;07/02/2011
157;Primeiro-Sargento QSS BCO;Ademir Barros de Carvalho;189/SC;07/02/2013
158;Suboficial QSS BCO;Ademir Batista Rocha;931/SCC;12/12/1989
159;Suboficial QSS SAD;Ademir Carcabrini Pereira;048/SCC;18/01/1996
160;Senhor;Ademir Carvalho;100/SCC;20/02/1997
161;Suboficial QSS BMA;Ademir Carvalho Corrêa;100/SCC;20/02/1997
162;Suboficial QSS SOB;Ademir Cipriano Dias;160/SCC;16/03/1994
163;Suboficial QSS SEF;Ademir da Silva;113/SCC;28/02/2000
164;Senhor;Ademir da Silva Arruda;6/SCGC;08/01/2018
165;Suboficial QSS SAD;Ademir da Silva Ribeiro;092/SCC;20/01/1982
166;Suboficial QSS BMB;Ademir de Campos Mello;048/SCC;18/01/1996
167;Senhor;Ademir de Freitas Lima;189/SC;07/02/2013
168;Suboficial QSS SGS;Ademir de Souza Gonçalves;113/SC;22/02/2001
169;Segundo-Sargento QSS SAD;Ademir Evangelista de Farias;58/SC;14/02/2012
170;Suboficial QSS SGS;Ademir Faustino Alvarenga;98/SCC;18/02/1998
171;Suboficial QSS SAD;Ademir Ferreira da Silva;091/SCC;20/01/1980
172;Senhor;Ademir José de Menezes;80/SC;26/02/2008
173;Primeiro-Sargento SAD;Ademir José de Sousa Cerqueira;80/SC;26/02/2008
174;Senhor;Ademir Lopes Corrêa;1172/SCC;15/12/1987
175;Taifeiro-Mor QTA TAR;Ademir Marques Licht;051/SCC;26/02/1993
176;Taifeiro de Primeira Classe QTA TAR;Ademir Martins dos Santos;047/SCC;20/01/1981
177;Segundo-Sargento SAD;Ademir Máximo da Silva;107/SC;25/02/2010
178;Suboficial QSS BCO;Ademir Pereira da Cruz;107/SC;25/02/2009
179;Suboficial QSS BCO;Ademir Raimundo Ferreira de Figueiredo;113/SCC;28/02/2000
180;Suboficial QSS BSP;Ademir Rodrigues Quintão;968-A/SCC;14/12/1990
181;Senhor;Ademir Teixeira Monteiro;047/SCC;20/01/1981
182;Suboficial QSS BMA;Ademir Vieira de Azevedo;160/SCC;16/03/1994
183;Suboficial QSS BET;Adenauer de Lima Correa;90/SCC;22/02/1999
184;Senhora;Adenilde Cardoso dos Santos Silva;051/SCC;26/02/1993
185;Segundo-Sargento QSS BFT;Adenilson Farias Zanini;113/SC;22/02/2001
186;Segundo-Sargento QSS BMB;Adenilson Feliciano Dantas;086/SCC;20/01/1983
187;Taifeiro-Mor QTA TCO;Adenílton de Sá Albuquerque;116/SCC;20/01/1984
188;Senhor;Adenor de Oliveira;1172/SCC;15/12/1987
189;Cabo QCB SAD;Adenor Ribeiro de Santana;968-A/SCC;14/12/1990
190;Terceiro-Sargento QESA SAD;Adeonas Pereira de Carvalho;1813/SCC;20/12/1984
191;Terceiro-Sargento TAR;Aderaldo Moreira da Silva;80/SC;26/02/2008
192;Senhor;Aderito de Assunção de Almeida Gordo;1057/SCC;20/12/1985
193;Suboficial QSS SGS;Aderson Toledo Santos;931/SCC;12/12/1989
194;Cabo QCB BSP;Adhemar Alves Pereira;047/SCC;20/01/1981
195;Terceiro-Sargento QC (DT);Adhemar Bernardo da Costa;116/SCC;20/01/1984
196;Senhor;Adhemar dos Reis Corrêa;116/SCC;20/01/1984
197;Primeiro-Sargento BEV;Adierson Eugenio Santos;107/SC;25/02/2010
198;Suboficial QSS BEI;Adil Baptista da Silva;193/SCC;20/02/1995
199;Suboficial QSS SMU;Adil Francisco Silva;1.659/SCGC;21/12/2016
200;Senhor;Adilcy Pereira;113/SC;22/02/2001
201;Suboficial QSS SEF;Adílson Alves dos Santos;092/SCC;20/01/1982
202;Suboficial QSS BET;Adílson Américo de Souza;051/SCC;26/02/1993
203;Primeiro-Sargento QSS SAD;Adilson Antonio de Araujo Junior;58/SC;14/02/2012
204;Cabo QCB SGS;Adilson Aparecido Moreira;204/SC;22/02/2005
205;Suboficial QSS SGS;Adilson Arcebispo de Florença;870/SCC;20/12/1991
206;Suboficial QSS BMA;Adilson Barbosa Bertholino;113/SC;22/02/2001
207;Primeiro-Sargento QSS BSP;Adílson Benedito do Carmo;1057/SCC;20/12/1985
208;Cabo QCB SEM;Adilson Braz de Lima;870/SCC;20/12/1991
209;Suboficial QSS BCO;Adílson Cardoso de Carvalho;841/SCC;01/12/1988
210;Suboficial BMA;Adilson Corrêa Siqueira;107/SC;25/02/2010
211;Suboficial QSS BEI;Adílson da Costa Menezes;051/SCC;26/02/1993
212;Primeiro-Sargento BMA;Adilson da Cunha Oliveira;80/SC;26/02/2008
213;Primeiro-Sargento QSS BMA;Adílson da Silva;968-A/SCC;14/12/1990
214;Suboficial QSS SAD;Adílson da Silva Alves;841/SCC;01/12/1988
215;Suboficial QSS BCO;Adílson de Abreu Ladeira;98/SCC;18/02/1998
216;Terceiro-Sargento SAD;Adilson de Araújo Fonseca;107/SC;25/02/2010
217;Primeiro-Sargento QSS SEM;Adílson de Assis Barroso;1813/SCC;20/12/1984
218;Suboficial QSS SAD;Adilson de Assis Duarte;116/SCC;20/01/1984
219;Suboficial QSS SDE;Adílson de Oliveira Cordeiro;841/SCC;01/12/1988
220;Senhor;Adilson de Siqueira Inácio;113/SCC;28/02/2000
221;Capitão QOEA;Adilson de Souza;870/SCC;20/12/1991
222;Suboficial QSS BCO;Adilson de Souza Moraes;58/SC;14/02/2012
223;Segundo-Sargento QSS SEM;Adílson Dias Frauches;086/SCC;20/01/1983
224;Suboficial QSS SEF;Adilson do Amaral Ramos;870/SCC;20/12/1991
225;Suboficial QSS SEL;Adílson do Nascimento;1813/SCC;20/12/1984
226;Primeiro-Sargento Topografia;Adilson dos Reis;29/SCGC;29/01/2016
227;Segundo-Sargento QTA TAR;Adilson Ferreira da Silva;113/SCC;28/02/2000
228;Senhor;Adílson Ferreira da Silva;051/SCC;26/02/1993
229;Terceiro-Sargento (Mar);Adilson Ferreira Lima;870/SCC;20/12/1991
230;Senhor;Adilson Ferreira Paz;2/SCGC;06/01/2020
231;Suboficial QSS SGS;Adilson Fiares de Sousa Filho;2/SCGC;06/01/2020
232;Primeiro-Sargento (ES);Adilson Fonsêca Afonso;202/SC;18/02/2004
233;Suboficial QSS BEP;Adílson Francisco do Amaral;968-A/SCC;14/12/1990
234;Primeiro-Sargento QSS BSP;Adílson Francisco dos Santos;051/SCC;26/02/1993
235;Primeiro-Sargento QSS BMB;Adilson Galdino dos Santos;189/SC;07/02/2013
236;Cabo QCB SAD;Adilson Giovani da Fonseca;98/SCC;18/02/1998
237;Suboficial QSS SML;Adilson José Bonifácio de Queiroz;1194/SCC;15/12/1986
238;Suboficial QSS SEM;Adilson José Zanola;202/SC;18/02/2004
239;Suboficial QSS BCO;Adilson Lopes de Faria;141/SC;19/02/2002
240;Terceiro-Sargento QTA TCO;Adilson Luiz Andrade Pires;202/SC;18/02/2004
241;Senhor;Adilson Luiz Costa;160/SCC;16/03/1994
242;Suboficial QSS BMA;Adilson Machado dos Santos;161/SC;21/02/2003
243;Suboficial QSS BMA;Adilson Maia Rosa;204/SC;22/02/2005
244;Capitão QOEA SVA;Adilson Mariz de Moraes;193/SCC;20/02/1995
245;Suboficial QSS BEI;Adilson Milholi da Silva;90/SCC;22/02/1999
246;Cabo QCB BSP;Adilson Nascimento;90/SCC;22/02/1999
247;Suboficial QSS BMT;Adílson Nazário;1172/SCC;15/12/1987
248;Suboficial QSS BMA;Adílson Nunes da Costa;1813/SCC;20/12/1984
249;Senhor;Adilson Nunes Luiz;160/SCC;16/03/1994
250;Suboficial QSS BMA;Adilson Paixão Neves;100/SCC;20/02/1997
251;Suboficial SMU;Adilson Pastor da Silva;81/SC;07/02/2011
252;Suboficial QSS BSP;Adilson Peçanha;1194/SCC;15/12/1986
253;Suboficial BMA;Adilson Pereira de Souza;81/SC;07/02/2011
254;Suboficial QSS SAD;Adílson Ramos;1057/SCC;20/12/1985
255;Suboficial QSS BMA;Adílson Rossi;931/SCC;12/12/1989
256;Suboficial QSS BCO;Adilson Ruzene;189/SC;07/02/2013
257;Cabo QCB BCO;Adilson Souza Salles;113/SC;22/02/2001
258;Suboficial QSS SAD;Adilson Takeshi Yasumura;091/SCC;20/01/1980
259;Suboficial QSS SAD;Adílson Tocachelo;841/SCC;01/12/1988
260;Cabo QCB SAD;Adilson Tompson de Souza;113/SC;22/02/2001
261;Suboficial QSS BMB;Adimar de Souza Almeida;870/SCC;20/12/1991
262;Suboficial QSS SML;Adimar Raimundo da Silva;161/SC;21/02/2003
263;Senhor;Adimir Morla;968-A/SCC;14/12/1990
264;Suboficial;Adir Carlos dos Santos;130/SCGC;03/02/2014
265;Suboficial QSS BET;Adir José Eugênio de Souza;161/SC;21/02/2003
266;Suboficial QSS BMA;Adir Marques de Carvalho;048/SCC;18/01/1996
267;Terceiro-Sargento QESA BET;Adivaldo Pereira de Castro;189/SC;07/02/2013
268;Suboficial QSS BCO;Admilson Roberto Zampieri dos Santos;80/SC;26/02/2008
269;Primeiro-Sargento QSS SML;Adnaldo de Souza Santos;10/SCGC;10/01/2019
270;Suboficial QSS BMA;Adolfo Ferreira Leal;1057/SCC;20/12/1985
271;Suboficial QSS SGS;Adolfo Gomes Maia;58/SC;14/02/2012
272;Suboficial QTA TCO;Adolfo Márcio Pires Mazala;189/SC;07/02/2013
273;Terceiro-Sargento QESA SAD;Adolfo Moreira de Melo Neto;160/SCC;16/03/1994
274;Suboficial QSS BMA;Adolfo Motonobu Miura;931/SCC;12/12/1989
275;Senhor;Adolfo Tito López;107/SC;25/02/2010
276;Senhor;Adolpho Antunes da Silva;931/SCC;12/12/1989
277;Cabo QCB SEL;Adolpho David Anciães;247/SC;06/03/2006
278;Suboficial BMA;Adolpho Luiz Silva Vasconcellos;80/SC;26/02/2008
279;Suboficial QSS BCO;Adolpho Sbampato Pereira;091/SCC;20/01/1980
280;Senhor;Adomilson Clemente Domingos;048/SCC;18/01/1996
281;Primeiro-Sargento QSS BSP;Adorsiano Tadeu Guilherme;130/SCGC;03/02/2014
282;Suboficial QSS BET;Adri Iori;841/SCC;01/12/1988
283;Cabo Segundo;Adrian Alberto Carreno Castillo;29/SCGC;29/01/2016
284;Senhora;Adriana Aparecida de Aquino;130/SCGC;03/02/2014
285;Senhora;Adriana Bezerra Mendes da Silva;107/SC;25/02/2010
286;Segundo-Sargento QFG SAD;Adriana Campos Tavano;202/SC;18/02/2004
287;Senhora;Adriana da Conceição Santos Oliveira;58/SC;14/02/2012
288;Primeiro-Sargento QSS SEF;Adriana da Costa Silva;6/SCGC;08/01/2018
289;Suboficial QSS SEF;Adriana de Oliveira Pinheiro Garrido;10/SCGC;10/01/2019
290;Primeiro-Sargento QSS SAD;Adriana Ferreira Amancio Da Silva Romão;1.659/SCGC;21/12/2016
291;Segundo-Sargento SAD;Adriana Lima Santos de Almeida;81/SC;07/02/2011
292;Primeiro-Sargento QFG SAD;Adriana Medeiros de Vasconcelos Nicolau;202/SC;18/02/2004
293;Senhora;Adriana Mendonça de Alencar Mattos;100/SCC;20/02/1997
294;Senhora;Adriana Rebello de Almeida;80/SC;26/02/2008
295;Senhora;Adriana Regina da Conceicao Chagas;2/SCGC;06/01/2020
296;Primeiro-Sargento QFG SAD;Adriana Rocha da Fonseca;106/SC;21/02/2007
297;Senhora;Adriana Saadi Aragão;90/SCC;22/02/1999
298;Suboficial QSS SAD;Adriana Socorro Prazeres Rodrigues;2/SCGC;06/01/2020
299;Suboficial QSS BMA;Adriano Antônio Porto de Almeida;58/SC;14/02/2012
300;Primeiro-Sargento SEL;Adriano Barboza de Albuquerque;81/SC;07/02/2011
301;Taifeiro-Mor QTA TCO;Adriano Barreto dos Santos Júnior;1172/SCC;15/12/1987
302;Primeiro-Sargento QSS STO;Adriano Batista Camargo;1.659/SCGC;21/12/2016
303;Suboficial QSS SGS;Adriano Braz de Lima;204/SC;22/02/2005
304;Suboficial QSS BCT;Adriano Colombo;58/SC;14/02/2012
305;Primeiro-Sargento QSS SGS;Adriano Cunha;202/SC;18/02/2004
306;Suboficial BCT;Adriano da Silva;107/SC;25/02/2010
307;Terceiro-Sargento QSS SAD;Adriano da Silva;107/SC;25/02/2010
308;Primeiro-Sargento QSS SAD;Adriano da Silva Melo;29/SCGC;29/01/2016
309;Subtenente de Material Bélico;Adriano de Castro Valentim;189/SC;07/02/2013
310;Terceiro-Sargento QTA TAR;Adriano de Paiva Barbosa Soares;29/SCGC;29/01/2016
311;Primeiro-Sargento QSS SEF;Adriano De Souza;1.659/SCGC;21/12/2016
312;Suboficial QSS BMA;Adriano Fernando Bittencourt;931/SCC;12/12/1989
313;Suboficial QSS BCT;Adriano Ferreira Gazzo;2/SCGC;06/01/2020
314;Suboficial QSS BCO;Adriano Ferreira Lima;204/SC;22/02/2005
315;Suboficial QSS BET;Adriano Geraldo Antunes Lima;1.659/SCGC;21/12/2016
316;Cabo QCB SAD;Adriano Geraldo Ferreira Martins;81/SC;07/02/2011
317;Terceiro-Sargento QESA SEM;Adriano Gesuino Serafin;6/SCGC;08/01/2018
318;Primeiro-Sargento QSS SAD;Adriano Goes Fernandes;130/SCGC;03/02/2014
319;Suboficial QSS SGS;Adriano Guarino Alves;10/SCGC;10/01/2019
320;Terceiro-Sargento QSS SAD;Adriano Henrique Faria;106/SC;21/02/2007
321;Suboficial QSS BCO;Adriano José Ferraz;182/SCGC;18/02/2015
322;Suboficial QSS BEP;Adriano Lara;182/SCGC;18/02/2015
323;Suboficial QSS SEF;Adriano Lima Cunha;1057/SCC;20/12/1985
324;Segundo-Sargento QE;Adriano Luiz Eduardo da Silva Ramos;29/SCGC;29/01/2016
325;Suboficial QSS BCT;Adriano Marco Segatto do Nascimento;29/SCGC;29/01/2016
326;Suboficial QSS BMB;Adriano Mascena de Araujo;6/SCGC;08/01/2018
327;Suboficial QSS BEI;Adriano Nogueira de Araujo;2/SCGC;06/01/2020
328;Suboficial QSS BCO;Adriano Okamoto;1172/SCC;15/12/1987
329;Segundo-Sargento QSS BMT;Adriano Pereira Camilo;189/SC;07/02/2013
330;Suboficial QSS BCO;Adriano Ricardo da Silva Barroso;29/SCGC;29/01/2016
331;Cabo QCB BSP;Adriano Rossetti de Souza;29/SCGC;29/01/2016
332;Segundo-Sargento QSS SEM;Adriano Santos Da Silva;1.659/SCGC;21/12/2016
333;Suboficial QSS BMA;Adriano Soares Ballester;130/SCGC;03/02/2014
334;Cabo QCB SAD;Adriano Soares da Silva;1813/SCC;20/12/1984
335;Primeiro-Sargento QSS BCT;Adriano Vita do Nascimento;130/SCGC;03/02/2014
336;Primeiro-Sargento QSS BSP;Adrielson Vagner dos Santos Chaves;182/SCGC;18/02/2015
337;Suboficial QSS BEV;Adroaldo de Castro Galvão Júnior;113/SC;22/02/2001
338;Suboficial QSS BET;Adroaldo Soares de Souza Lima;141/SC;19/02/2002
339;Suboficial QSS SAD;Adrovano Machado da Silveira;968-A/SCC;14/12/1990
340;Suboficial QSS BMA;Adson Jorge Franklin Silva;193/SCC;20/02/1995
341;Primeiro-Sargento QSS SEL;Adson José de Albuquerque;161/SC;21/02/2003
342;Suboficial QSS BMA;Adson José Piletti;106/SC;21/02/2007
343;Senhor;Advaldo Ribeiro Azevedo Caldas;204/SC;22/02/2005
344;Suboficial QSS BET;Adverto Souza Filho;247/SC;06/03/2006
345;Suboficial QSS BCO;Adyr Ignácio Cardoso;100/SCC;20/02/1997
346;Suboficial QSS BMB;Aécio Ramalho;047/SCC;20/01/1981
347;Senhor;Aércio Rafael Chambule (Moçambique);2/SCGC;06/01/2020
348;Suboficial BMA;Aerton Crispiniano dos Santos;107/SC;25/02/2010
349;Terceiro-Sargento QTA TAR;Aerton Rodrigues Moitinho;130/SCGC;03/02/2014
350;Cabo QCB SAD;Aetes Fonseca Dantas;193/SCC;20/02/1995
351;Primeiro-Tenente QOEA;Affonso Ragnev;1813/SCC;20/12/1984
352;Suboficial QSS BEI;Afonso Celso Silva de Souza;130/SCGC;03/02/2014
353;Suboficial QSS SAD;Afonso Darci Carvalho de Azevedo;1194/SCC;15/12/1986
354;Suboficial QSS BSP;Afonso Guimarães;160/SCC;16/03/1994
355;Taifeiro-Mor QTA TAR;Afonso Kuklik;086/SCC;20/01/1983
356;Suboficial QSS SAD;Afonso Luiz da Rocha Cunha;106/SC;21/02/2007
357;Suboficial QSS SAD;Afonso Maria da Silva;160/SCC;16/03/1994
358;Suboficial QSS BMA;Afonso Tito de Mello dos Santos;58/SC;14/02/2012
359;Suboficial QSS BET;Afralio Da Gloria Moreira;1.659/SCGC;21/12/2016
360;Suboficial QSS BCO;Afrânio Benzaquem de Souza;092/SCC;20/01/1982
361;Primeiro-Sargento QSS SAD;Afranio de Mello Silva;141/SC;19/02/2002
362;Primeiro-Sargento QSS BEI;Afranio Do Nascimento Furtado;1.659/SCGC;21/12/2016
363;Subtenente de Saúde;Afrânio Guimarães Miranda;204/SC;22/02/2005
364;Suboficial QSS BCT;Afrânio Nogueira Guimarães;047/SCC;20/01/1981
365;Terceiro-Sargento QTA TBA;Agaci Batista Ramos;202/SC;18/02/2004
366;Senhor;Agamenon Silva Viana;048/SCC;18/01/1996
367;Primeiro-Sargento QSS SAD;Agamenon Vieira Bernardes da Silva;1172/SCC;15/12/1987
368;Taifeiro de Primeira Classe QTA TCO;Agenário Sampaio dos Reis;1172/SCC;15/12/1987
369;Primeiro-Sargento QSS SAD;Agenor Antonio do Nascimento Neto;29/SCGC;29/01/2016
370;Primeiro-Sargento QSS SAD;Agenor de Castilho Brandão Neto;047/SCC;20/01/1981
371;Senhor;Agenor de Figueiredo Junior;247/SC;06/03/2006
372;Primeiro-Sargento QSS BMA;Agenor dos Santos Mattoso;047/SCC;20/01/1981
373;Senhor;Agenor Gomes Queiroz;968-A/SCC;14/12/1990
374;Segundo-Sargento QSS SEF;Agenor Guilherme de Sobral;116/SCC;20/01/1984
375;Segundo-Sargento TBA;Agenor Mendes da Silva Filho;107/SC;25/02/2010
376;Suboficial QSS BET;Agenor Ribeiro de Carvalho Júnior;29/SCGC;29/01/2016
377;Suboficial QSS BMA;Agenor Rodrigues de Macedo;160/SCC;16/03/1994
378;Suboficial QSS BET;Ageu Feitosa de Lima;141/SC;19/02/2002
379;Senhor;Agildo Bezerra Guimarães;051/SCC;26/02/1993
380;Suboficial QSS SEL;Agildo Nunes Bezerra;931/SCC;12/12/1989
381;Suboficial QSS SML;Agliberto Fernandes de Macedo;202/SC;18/02/2004
382;Segundo-Sargento (Ex);Agnaldo Batista Vieira;931/SCC;12/12/1989
383;Suboficial QSS BMT;Agnaldo Borges Ramos;870/SCC;20/12/1991
384;Senhor;Agnaldo das Chagas Gomes;106/SC;21/02/2007
385;Primeiro-Sargento QSS SAD;Agnaldo Ferreira da Silva Katayama;80/SC;26/02/2008
386;Suboficial QSS SGS;Agnaldo Ferreira Pinto Cabral;90/SCC;22/02/1999
387;Suboficial QSS BMT;Agnaldo Gonçalo Netto Júnior;113/SC;22/02/2001
388;Suboficial QSS SMU;Agnaldo Lopes Gomes;193/SCC;20/02/1995
389;Primeiro-Sargento QSS SDE;Agnaldo Pantoja da Graca;10/SCGC;10/01/2019
390;Suboficial QSS BMA;Agnaldo Pimenta Gonçalves;189/SC;07/02/2013
391;Cabo QCB SAD;Agnaldo Ribeiro da Silva;113/SCC;28/02/2000
392;Terceiro-Sargento QESA SAD;Agnaldo Timóteo Caraça;130/SCGC;03/02/2014
393;Senhor;Agostinho Costa;091/SCC;20/01/1980
394;Senhor;Agostinho de Lessa;841/SCC;01/12/1988
395;Suboficial QSS SEL;Agostinho do Espírito Santo Freire de Alencar;086/SCC;20/01/1983
396;Primeiro-Sargento de Material Bélico;Agostinho Florentino da Silva Fernandes;182/SCGC;18/02/2015
397;Primeiro-Tenente QOEA;Agostinho José da Silva;116/SCC;20/01/1984
398;Suboficial QSS SMU;Agostinho Laureano Pereira Filho;968-A/SCC;14/12/1990
399;Suboficial QSS BET;Agostinho Pereira da Cruz;051/SCC;26/02/1993
400;Senhor;Agostinho Pires de Mendonça;931/SCC;12/12/1989
401;Senhor;Agostinho Reis Filho;841/SCC;01/12/1988
402;Capitão QOEA;Agostinho Ribeiro;1172/SCC;15/12/1987
403;Suboficial QSS BMA;Agostinho Sérvolo Rodrigues da Rocha;1172/SCC;15/12/1987
404;Suboficial QSS SGS;Agostinho Tavares Serrão;870/SCC;20/12/1991
405;Primeiro-Sargento QSS BET;Aguinaldo Brazil da Motta;116/SCC;20/01/1984
406;Capitão QOEA ANV;Aguinaldo da Silva Carneiro;113/SCC;28/02/2000
407;Suboficial QSS SML;Aguinaldo de Araújo;116/SCC;20/01/1984
408;Primeiro-Sargento BCO;Aguinaldo Félix de Souza;81/SC;07/02/2011
409;Suboficial QSS SGS;Aguinaldo Graf;1813/SCC;20/12/1984
410;Cabo QCB SEM;Aguinaldo José Pereira;204/SC;22/02/2005
411;Terceiro-Sargento QSS SIN;Aguinaldo Nobrega Sousa;189/SC;07/02/2013
412;Segundo-Sargento QSS SAD;Aguinaldo Pedro Vieira;113/SC;22/02/2001
413;Cabo QCB SEL;Aguinaldo Tavares;141/SC;19/02/2002
414;Senhora;Aida Fontoura Viana Lopes;29/SCGC;29/01/2016
415;Segundo-Sargento QSS SAD;Aidano da Silva Junior;189/SC;07/02/2013
416;Senhora;Aidê de Almeida Castro Motta;931/SCC;12/12/1989
417;Senhor;Ailor Jacob Dallacosta;80/SC;26/02/2008
418;Cabo QCB SAD;Ailson Filomeno do Livramento;870/SCC;20/12/1991
419;Primeiro-Sargento QSS BCO;Aílson Roberto Sanches;1172/SCC;15/12/1987
420;Suboficial QSS BMB;Ailson Rocha Campos;161/SC;21/02/2003
421;Cabo QCB SEM;Ailson Sarto Mendes;90/SCC;22/02/1999
422;Suboficial SEL;Ailson Vieira dos Santos;81/SC;07/02/2011
423;Suboficial QSS SAD;Ailton Afonso dos Santos;051/SCC;26/02/1993
424;Suboficial QSS BEI;Ailton Alves;048/SCC;18/01/1996
425;Primeiro-Sargento QSS SAD;Ailton Alves do Prado;106/SC;21/02/2007
426;Primeiro-Sargento QSS BCO;Aílton Araújo Pinto;086/SCC;20/01/1983
427;Suboficial QSS BCO;Aílton Baptista;051/SCC;26/02/1993
428;Cabo QCB SGS;Ailton Bernardo;160/SCC;16/03/1994
429;Terceiro-Sargento SOB;Ailton Bernardo do Nascimento;80/SC;26/02/2008
430;Terceiro-Sargento R/1;Ailton Bomfim;58/SC;14/02/2012
431;Suboficial QSS SGS;Aílton Carlos da Rocha;116/SCC;20/01/1984
432;Terceiro-Sargento QESA SGS;Ailton Carlos da Silva Araujo;106/SC;21/02/2007
433;Suboficial QSS BFT;Aílton Cesar da Silva;113/SCC;28/02/2000
434;Terceiro-Sargento QSS SEF;Ailton de Brito;160/SCC;16/03/1994
435;Suboficial QSS BEI;Ailton Drumond dos Santos;204/SC;22/02/2005
436;Suboficial QSS BET;Ailton Farias;086/SCC;20/01/1983
437;Cabo QCB SAD;Aílton Ferreira Ramos;086/SCC;20/01/1983
438;Suboficial QSS SMU;Aílton Geraldo da Silva;202/SC;18/02/2004
439;Suboficial QSS SAD;Aílton Gomes Duarte;160/SCC;16/03/1994
440;Suboficial QSS SML;Aílton Gonçalves Costa;047/SCC;20/01/1981
441;Suboficial QSS SGS;Aílton José do Carmo;047/SCC;20/01/1981
442;Suboficial QSS BEI;Aílton José Toscano de Britto;968-A/SCC;14/12/1990
443;Terceiro-Sargento QSS BET;Ailton Oliveira dos Santos;130/SCGC;03/02/2014
444;Segundo-Sargento QTA TAR;Ailton Onibeni Silva;161/SC;21/02/2003
445;Primeiro-Sargento QSS BEV;Aílton Pereira Magalhães;931/SCC;12/12/1989
446;Primeiro-Sargento QSS BET;Ailton Rafael de Vasconcelos;29/SCGC;29/01/2016
447;Primeiro-Sargento QSS SEL;Ailton Sales Sá Filho;160/SCC;16/03/1994
448;Segundo-Sargento SGS;Ailton Sergio Pereira;80/SC;26/02/2008
449;Primeiro-Tenente QOEA;Aílton Tavares de Lira;1813/SCC;20/12/1984
450;Suboficial QSS SMU;Aini Ferreira de Sant'Anna;1057/SCC;20/12/1985
451;Suboficial QSS BEP;Aires Coimbra de Barros;204/SC;22/02/2005
452;Suboficial QSS BMA;Aires da Silva Reis;113/SCC;28/02/2000
453;Segundo-Sargento QSS SAD;Airton Antonio Sacchi;193/SCC;20/02/1995
454;Suboficial QSS BMA;Airton da Rosa;870/SCC;20/12/1991
455;Suboficial QSS BMA;Airton de Lima Silvestre;204/SC;22/02/2005
456;Suboficial QSS SAD;Aírton de Oliveira;086/SCC;20/01/1983
457;Suboficial QSS SAD;Aírton de Oliveira;841/SCC;01/12/1988
458;Suboficial QSS SAD;Airton Ezio Pinheiro;189/SC;07/02/2013
459;Senhor;Airton Garcia Galvão;81/SC;07/02/2011
460;Suboficial QSS SAD;Airton Jordão da Costa;160/SCC;16/03/1994
461;Primeiro-Sargento QSS SAD;Aírton Klann;931/SCC;12/12/1989
462;Senhor;Aírton Pereira da Silva;051/SCC;26/02/1993
463;Primeiro-Sargento QSS SEL;Airton Pes Do Amaral;1.659/SCGC;21/12/2016
464;Cabo QCB SAD;Airton Rodrigues Cartaxo;160/SCC;16/03/1994
465;Suboficial QSS BEP;Ajalma José Martins;048/SCC;18/01/1996
466;Senhor;Alacyr de Paula Barreto;091/SCC;20/01/1980
467;Subtenente de Cavalaria;Aladio Alves Da Cruz Junior;1.659/SCGC;21/12/2016
468;Taifeiro-Mor QTA TCO;Alaide Carvalho;1813/SCC;20/12/1984
469;Senhora;Alaide das Neves Izidoro;100/SCC;20/02/1997
470;Suboficial QSS SAD;Alailson Chagas Fernandes;092/SCC;20/01/1982
471;Segundo-Sargento QSS BMA;Alair Ferraz;1813/SCC;20/12/1984
472;Primeiro-Sargento QSS BCO;Alair Pinheiro Pereira;29/SCGC;29/01/2016
473;Cabo SEM;Alan Alves Araujo;6/SCGC;08/01/2018
474;Cabo QCB SGS;Alan Barboza Cunha;106/SC;21/02/2007
475;Segundo-Sargento QTA TAR;Alan de Oliveira Felix;2/SCGC;06/01/2020
476;Senhor;Alan Dealis Bilhéo;6/SCGC;08/01/2018
477;Suboficial BCO;Alan Gabriel de Campos;81/SC;07/02/2011
478;Segundo-Sargento QTA TAR;Alan José de Amorim;6/SCGC;08/01/2018
